"RESULT"
"STATUS","0"
"ERROR_MSG","正常に終了しました。"
"DATE","2018-06-13T13:29:04.899+09:00"
"RESULT_INF"
"TOTAL_NUMBER","2070"
"FROM_NUMBER","1"
"TO_NUMBER","2070"
"TABLE_INF","0003142014"
"STAT_NAME","00200521","国勢調査"
"GOV_ORG","00200","総務省"
"STATISTICS_NAME","平成27年国勢調査 速報集計 抽出速報集計"
"TITLE","00110","年齢(各歳)，男女別人口，年齢別割合，平均年齢及び年齢中位数(総数及び日本人) 全国(市部・郡部)"
"CYCLE","-"
"SURVEY_DATE","201510"
"OPEN_DATE","2016-06-29"
"SMALL_AREA","0"
"MAIN_CATEGORY","02","人口・世帯"
"SUB_CATEGORY","01","人口"
"OVERALL_TOTAL_NUMBER","2070"
"UPDATED_DATE","2016-09-01"
"STATISTICS_NAME_SPEC","平成27年国勢調査","速報集計","抽出速報集計","","",""
"TITLE_SPEC","","年齢(各歳)，男女別人口，年齢別割合，平均年齢及び年齢中位数(総数及び日本人)","全国(市部・郡部)","",""
"NOTE","***","当該数値がないもの"
"NOTE","-","当該数値がないもの"
"VALUE"
"tab_code","表章項目","cat01_code","国籍_2015","cat02_code","男女別_2015","cat03_code","年齢_2015","area_code","地域（2015）","time_code","時間軸(年次)","unit","value"
"020","人口","0000","総数（国籍）","0010","男","0620","61歳","00002","全国郡部","2015000000","2015年","人","80500"
"020","人口","0000","総数（国籍）","0010","男","0630","62歳","00000","全国","2015000000","2015年","人","822900"
"020","人口","0000","総数（国籍）","0010","男","0630","62歳","00001","全国市部","2015000000","2015年","人","740300"
"020","人口","0000","総数（国籍）","0010","男","0630","62歳","00002","全国郡部","2015000000","2015年","人","82700"
"020","人口","0000","総数（国籍）","0010","男","0640","63歳","00000","全国","2015000000","2015年","人","849800"
"020","人口","0000","総数（国籍）","0010","男","0640","63歳","00001","全国市部","2015000000","2015年","人","766000"
"020","人口","0000","総数（国籍）","0010","男","0640","63歳","00002","全国郡部","2015000000","2015年","人","83900"
"020","人口","0000","総数（国籍）","0010","男","0650","64歳","00000","全国","2015000000","2015年","人","901500"
"020","人口","0000","総数（国籍）","0010","男","0650","64歳","00001","全国市部","2015000000","2015年","人","811700"
"020","人口","0000","総数（国籍）","0010","男","0650","64歳","00002","全国郡部","2015000000","2015年","人","89800"
"020","人口","0000","総数（国籍）","0010","男","0660","65歳","00000","全国","2015000000","2015年","人","968200"
"020","人口","0000","総数（国籍）","0010","男","0660","65歳","00001","全国市部","2015000000","2015年","人","872900"
"020","人口","0000","総数（国籍）","0010","男","0660","65歳","00002","全国郡部","2015000000","2015年","人","95300"
"020","人口","0000","総数（国籍）","0010","男","0670","66歳","00000","全国","2015000000","2015年","人","1046100"
"020","人口","0000","総数（国籍）","0010","男","0670","66歳","00001","全国市部","2015000000","2015年","人","943300"
"020","人口","0000","総数（国籍）","0010","男","0670","66歳","00002","全国郡部","2015000000","2015年","人","102800"
"020","人口","0000","総数（国籍）","0010","男","0680","67歳","00000","全国","2015000000","2015年","人","1026900"
"020","人口","0000","総数（国籍）","0010","男","0680","67歳","00001","全国市部","2015000000","2015年","人","924200"
"020","人口","0000","総数（国籍）","0010","男","0680","67歳","00002","全国郡部","2015000000","2015年","人","102700"
"020","人口","0000","総数（国籍）","0010","男","0690","68歳","00000","全国","2015000000","2015年","人","983200"
"020","人口","0000","総数（国籍）","0010","男","0690","68歳","00001","全国市部","2015000000","2015年","人","886600"
"020","人口","0000","総数（国籍）","0010","男","0690","68歳","00002","全国郡部","2015000000","2015年","人","96700"
"020","人口","0000","総数（国籍）","0010","男","0700","69歳","00000","全国","2015000000","2015年","人","590200"
"020","人口","0000","総数（国籍）","0010","男","0700","69歳","00001","全国市部","2015000000","2015年","人","534300"
"020","人口","0000","総数（国籍）","0010","男","0700","69歳","00002","全国郡部","2015000000","2015年","人","55800"
"020","人口","0000","総数（国籍）","0010","男","0710","70歳","00000","全国","2015000000","2015年","人","626600"
"020","人口","0000","総数（国籍）","0010","男","0710","70歳","00001","全国市部","2015000000","2015年","人","568100"
"020","人口","0000","総数（国籍）","0010","男","0710","70歳","00002","全国郡部","2015000000","2015年","人","58500"
"020","人口","0000","総数（国籍）","0010","男","0720","71歳","00000","全国","2015000000","2015年","人","756300"
"020","人口","0000","総数（国籍）","0010","男","0720","71歳","00001","全国市部","2015000000","2015年","人","685100"
"020","人口","0000","総数（国籍）","0010","男","0720","71歳","00002","全国郡部","2015000000","2015年","人","71200"
"020","人口","0000","総数（国籍）","0010","男","0730","72歳","00000","全国","2015000000","2015年","人","732500"
"020","人口","0000","総数（国籍）","0010","男","0730","72歳","00001","全国市部","2015000000","2015年","人","664300"
"020","人口","0000","総数（国籍）","0010","男","0730","72歳","00002","全国郡部","2015000000","2015年","人","68200"
"020","人口","0000","総数（国籍）","0010","男","0740","73歳","00000","全国","2015000000","2015年","人","733200"
"020","人口","0000","総数（国籍）","0010","男","0740","73歳","00001","全国市部","2015000000","2015年","人","661800"
"020","人口","0000","総数（国籍）","0010","男","0740","73歳","00002","全国郡部","2015000000","2015年","人","71300"
"020","人口","0000","総数（国籍）","0010","男","0750","74歳","00000","全国","2015000000","2015年","人","709900"
"020","人口","0000","総数（国籍）","0010","男","0750","74歳","00001","全国市部","2015000000","2015年","人","643700"
"020","人口","0000","総数（国籍）","0010","男","0750","74歳","00002","全国郡部","2015000000","2015年","人","66200"
"020","人口","0000","総数（国籍）","0010","男","0760","75歳","00000","全国","2015000000","2015年","人","639000"
"020","人口","0000","総数（国籍）","0010","男","0760","75歳","00001","全国市部","2015000000","2015年","人","582200"
"020","人口","0000","総数（国籍）","0010","男","0760","75歳","00002","全国郡部","2015000000","2015年","人","56800"
"020","人口","0000","総数（国籍）","0010","男","0770","76歳","00000","全国","2015000000","2015年","人","524900"
"020","人口","0000","総数（国籍）","0010","男","0770","76歳","00001","全国市部","2015000000","2015年","人","472600"
"020","人口","0000","総数（国籍）","0010","男","0770","76歳","00002","全国郡部","2015000000","2015年","人","52200"
"020","人口","0000","総数（国籍）","0010","男","0780","77歳","00000","全国","2015000000","2015年","人","546400"
"020","人口","0000","総数（国籍）","0010","男","0780","77歳","00001","全国市部","2015000000","2015年","人","490200"
"020","人口","0000","総数（国籍）","0010","男","0780","77歳","00002","全国郡部","2015000000","2015年","人","56200"
"020","人口","0000","総数（国籍）","0010","男","0790","78歳","00000","全国","2015000000","2015年","人","544800"
"020","人口","0000","総数（国籍）","0010","男","0790","78歳","00001","全国市部","2015000000","2015年","人","489900"
"020","人口","0000","総数（国籍）","0010","男","0790","78歳","00002","全国郡部","2015000000","2015年","人","54900"
"020","人口","0000","総数（国籍）","0010","男","0800","79歳","00000","全国","2015000000","2015年","人","519300"
"020","人口","0000","総数（国籍）","0010","男","0800","79歳","00001","全国市部","2015000000","2015年","人","468200"
"020","人口","0000","総数（国籍）","0010","男","0800","79歳","00002","全国郡部","2015000000","2015年","人","51100"
"020","人口","0000","総数（国籍）","0010","男","0810","80歳","00000","全国","2015000000","2015年","人","468700"
"020","人口","0000","総数（国籍）","0010","男","0810","80歳","00001","全国市部","2015000000","2015年","人","418800"
"020","人口","0000","総数（国籍）","0010","男","0810","80歳","00002","全国郡部","2015000000","2015年","人","50000"
"020","人口","0000","総数（国籍）","0010","男","0820","81歳","00000","全国","2015000000","2015年","人","423900"
"020","人口","0000","総数（国籍）","0010","男","0820","81歳","00001","全国市部","2015000000","2015年","人","379100"
"020","人口","0000","総数（国籍）","0010","男","0820","81歳","00002","全国郡部","2015000000","2015年","人","44800"
"020","人口","0000","総数（国籍）","0010","男","0830","82歳","00000","全国","2015000000","2015年","人","407400"
"020","人口","0000","総数（国籍）","0010","男","0830","82歳","00001","全国市部","2015000000","2015年","人","363300"
"020","人口","0000","総数（国籍）","0010","男","0830","82歳","00002","全国郡部","2015000000","2015年","人","44000"
"020","人口","0000","総数（国籍）","0010","男","0840","83歳","00000","全国","2015000000","2015年","人","366100"
"020","人口","0000","総数（国籍）","0010","男","0840","83歳","00001","全国市部","2015000000","2015年","人","323700"
"020","人口","0000","総数（国籍）","0010","男","0840","83歳","00002","全国郡部","2015000000","2015年","人","42400"
"020","人口","0000","総数（国籍）","0010","男","0850","84歳","00000","全国","2015000000","2015年","人","317500"
"020","人口","0000","総数（国籍）","0010","男","0850","84歳","00001","全国市部","2015000000","2015年","人","280900"
"020","人口","0000","総数（国籍）","0010","男","0850","84歳","00002","全国郡部","2015000000","2015年","人","36600"
"020","人口","0000","総数（国籍）","0010","男","0860","85歳","00000","全国","2015000000","2015年","人","278500"
"020","人口","0000","総数（国籍）","0010","男","0860","85歳","00001","全国市部","2015000000","2015年","人","245300"
"020","人口","0000","総数（国籍）","0010","男","0860","85歳","00002","全国郡部","2015000000","2015年","人","33200"
"020","人口","0000","総数（国籍）","0010","男","0870","86歳","00000","全国","2015000000","2015年","人","245400"
"020","人口","0000","総数（国籍）","0010","男","0870","86歳","00001","全国市部","2015000000","2015年","人","215200"
"020","人口","0000","総数（国籍）","0010","男","0870","86歳","00002","全国郡部","2015000000","2015年","人","30200"
"020","人口","0000","総数（国籍）","0010","男","0880","87歳","00000","全国","2015000000","2015年","人","209100"
"020","人口","0000","総数（国籍）","0010","男","0880","87歳","00001","全国市部","2015000000","2015年","人","179200"
"020","人口","0000","総数（国籍）","0010","男","0880","87歳","00002","全国郡部","2015000000","2015年","人","29900"
"020","人口","0000","総数（国籍）","0010","男","0890","88歳","00000","全国","2015000000","2015年","人","173000"
"020","人口","0000","総数（国籍）","0010","男","0890","88歳","00001","全国市部","2015000000","2015年","人","153400"
"020","人口","0000","総数（国籍）","0010","男","0890","88歳","00002","全国郡部","2015000000","2015年","人","19600"
"020","人口","0000","総数（国籍）","0010","男","0900","89歳","00000","全国","2015000000","2015年","人","145000"
"020","人口","0000","総数（国籍）","0010","男","0900","89歳","00001","全国市部","2015000000","2015年","人","127000"
"020","人口","0000","総数（国籍）","0010","男","0900","89歳","00002","全国郡部","2015000000","2015年","人","18000"
"020","人口","0000","総数（国籍）","0010","男","0910","90歳","00000","全国","2015000000","2015年","人","119500"
"020","人口","0000","総数（国籍）","0010","男","0910","90歳","00001","全国市部","2015000000","2015年","人","106800"
"020","人口","0000","総数（国籍）","0010","男","0910","90歳","00002","全国郡部","2015000000","2015年","人","12600"
"020","人口","0000","総数（国籍）","0010","男","0920","91歳","00000","全国","2015000000","2015年","人","89700"
"020","人口","0000","総数（国籍）","0010","男","0920","91歳","00001","全国市部","2015000000","2015年","人","78000"
"020","人口","0000","総数（国籍）","0010","男","0920","91歳","00002","全国郡部","2015000000","2015年","人","11600"
"020","人口","0000","総数（国籍）","0010","男","0930","92歳","00000","全国","2015000000","2015年","人","56400"
"020","人口","0000","総数（国籍）","0010","男","0930","92歳","00001","全国市部","2015000000","2015年","人","49000"
"020","人口","0000","総数（国籍）","0010","男","0930","92歳","00002","全国郡部","2015000000","2015年","人","7400"
"020","人口","0000","総数（国籍）","0010","男","0940","93歳","00000","全国","2015000000","2015年","人","45000"
"020","人口","0000","総数（国籍）","0010","男","0940","93歳","00001","全国市部","2015000000","2015年","人","40300"
"020","人口","0000","総数（国籍）","0010","男","0940","93歳","00002","全国郡部","2015000000","2015年","人","4700"
"020","人口","0000","総数（国籍）","0010","男","0950","94歳","00000","全国","2015000000","2015年","人","37500"
"020","人口","0000","総数（国籍）","0010","男","0950","94歳","00001","全国市部","2015000000","2015年","人","33300"
"020","人口","0000","総数（国籍）","0010","男","0950","94歳","00002","全国郡部","2015000000","2015年","人","4300"
"020","人口","0000","総数（国籍）","0010","男","0960","95歳","00000","全国","2015000000","2015年","人","24500"
"020","人口","0000","総数（国籍）","0010","男","0960","95歳","00001","全国市部","2015000000","2015年","人","21600"
"020","人口","0000","総数（国籍）","0010","男","0960","95歳","00002","全国郡部","2015000000","2015年","人","2900"
"020","人口","0000","総数（国籍）","0010","男","0970","96歳","00000","全国","2015000000","2015年","人","17800"
"020","人口","0000","総数（国籍）","0010","男","0970","96歳","00001","全国市部","2015000000","2015年","人","15600"
"020","人口","0000","総数（国籍）","0010","男","0970","96歳","00002","全国郡部","2015000000","2015年","人","2200"
"020","人口","0000","総数（国籍）","0010","男","0980","97歳","00000","全国","2015000000","2015年","人","11200"
"020","人口","0000","総数（国籍）","0010","男","0980","97歳","00001","全国市部","2015000000","2015年","人","10100"
"020","人口","0000","総数（国籍）","0010","男","0980","97歳","00002","全国郡部","2015000000","2015年","人","1200"
"020","人口","0000","総数（国籍）","0010","男","0990","98歳","00000","全国","2015000000","2015年","人","7800"
"020","人口","0000","総数（国籍）","0010","男","0990","98歳","00001","全国市部","2015000000","2015年","人","6900"
"020","人口","0000","総数（国籍）","0010","男","0990","98歳","00002","全国郡部","2015000000","2015年","人","900"
"020","人口","0000","総数（国籍）","0010","男","1000","99歳","00000","全国","2015000000","2015年","人","5600"
"020","人口","0000","総数（国籍）","0010","男","1000","99歳","00001","全国市部","2015000000","2015年","人","4800"
"020","人口","0000","総数（国籍）","0010","男","1000","99歳","00002","全国郡部","2015000000","2015年","人","800"
"020","人口","0000","総数（国籍）","0010","男","1460","100歳以上","00000","全国","2015000000","2015年","人","8800"
"020","人口","0000","総数（国籍）","0010","男","1460","100歳以上","00001","全国市部","2015000000","2015年","人","7800"
"020","人口","0000","総数（国籍）","0010","男","1460","100歳以上","00002","全国郡部","2015000000","2015年","人","1000"
"020","人口","0000","総数（国籍）","0010","男","1490","年齢「不詳」","00000","全国","2015000000","2015年","人","1084700"
"020","人口","0000","総数（国籍）","0010","男","1490","年齢「不詳」","00001","全国市部","2015000000","2015年","人","1063300"
"020","人口","0000","総数（国籍）","0010","男","1490","年齢「不詳」","00002","全国郡部","2015000000","2015年","人","21400"
"020","人口","0000","総数（国籍）","0010","男","1500","平均年齢","00000","全国","2015000000","2015年","歳","44.74556"
"020","人口","0000","総数（国籍）","0010","男","1500","平均年齢","00001","全国市部","2015000000","2015年","歳","44.53706"
"020","人口","0000","総数（国籍）","0010","男","1500","平均年齢","00002","全国郡部","2015000000","2015年","歳","46.93271"
"020","人口","0000","総数（国籍）","0010","男","1510","年齢中位数","00000","全国","2015000000","2015年","歳","45.10882"
"020","人口","0000","総数（国籍）","0010","男","1510","年齢中位数","00001","全国市部","2015000000","2015年","歳","44.82269"
"020","人口","0000","総数（国籍）","0010","男","1510","年齢中位数","00002","全国郡部","2015000000","2015年","歳","48.63726"
"020","人口","0000","総数（国籍）","0010","男","1560","（再掲）15歳未満","00000","全国","2015000000","2015年","人","8108200"
"020","人口","0000","総数（国籍）","0010","男","1560","（再掲）15歳未満","00001","全国市部","2015000000","2015年","人","7415200"
"020","人口","0000","総数（国籍）","0010","男","1560","（再掲）15歳未満","00002","全国郡部","2015000000","2015年","人","693000"
"020","人口","0000","総数（国籍）","0010","男","1760","（再掲）15～64歳","00000","全国","2015000000","2015年","人","38230500"
"020","人口","0000","総数（国籍）","0010","男","1760","（再掲）15～64歳","00001","全国市部","2015000000","2015年","人","35095200"
"020","人口","0000","総数（国籍）","0010","男","1760","（再掲）15～64歳","00002","全国郡部","2015000000","2015年","人","3135300"
"020","人口","0000","総数（国籍）","0010","男","1770","（再掲）65歳以上","00000","全国","2015000000","2015年","人","14405800"
"020","人口","0000","総数（国籍）","0010","男","1770","（再掲）65歳以上","00001","全国市部","2015000000","2015年","人","12947400"
"020","人口","0000","総数（国籍）","0010","男","1770","（再掲）65歳以上","00002","全国郡部","2015000000","2015年","人","1458400"
"020","人口","0000","総数（国籍）","0010","男","1790","（再掲）75歳以上","00000","全国","2015000000","2015年","人","6232700"
"020","人口","0000","総数（国籍）","0010","男","1790","（再掲）75歳以上","00001","全国市部","2015000000","2015年","人","5563200"
"020","人口","0000","総数（国籍）","0010","男","1790","（再掲）75歳以上","00002","全国郡部","2015000000","2015年","人","669600"
"020","人口","0000","総数（国籍）","0010","男","1800","（再掲）85歳以上","00000","全国","2015000000","2015年","人","1474700"
"020","人口","0000","総数（国籍）","0010","男","1800","（再掲）85歳以上","00001","全国市部","2015000000","2015年","人","1294200"
"020","人口","0000","総数（国籍）","0010","男","1800","（再掲）85歳以上","00002","全国郡部","2015000000","2015年","人","180500"
"020","人口","0000","総数（国籍）","0010","男","1850","（年齢別割合（％））15歳未満","00000","全国","2015000000","2015年","","13.34810"
"020","人口","0000","総数（国籍）","0010","男","1850","（年齢別割合（％））15歳未満","00001","全国市部","2015000000","2015年","","13.37089"
"020","人口","0000","総数（国籍）","0010","男","1850","（年齢別割合（％））15歳未満","00002","全国郡部","2015000000","2015年","","13.10905"
"020","人口","0000","総数（国籍）","0010","男","1860","（年齢別割合（％））15～64歳","00000","全国","2015000000","2015年","","62.93647"
"020","人口","0000","総数（国籍）","0010","男","1860","（年齢別割合（％））15～64歳","00001","全国市部","2015000000","2015年","","63.28266"
"020","人口","0000","総数（国籍）","0010","男","1860","（年齢別割合（％））15～64歳","00002","全国郡部","2015000000","2015年","","59.30493"
"020","人口","0000","総数（国籍）","0010","男","1870","（年齢別割合（％））65歳以上","00000","全国","2015000000","2015年","","23.71543"
"020","人口","0000","総数（国籍）","0010","男","1870","（年齢別割合（％））65歳以上","00001","全国市部","2015000000","2015年","","23.34645"
"020","人口","0000","総数（国籍）","0010","男","1870","（年齢別割合（％））65歳以上","00002","全国郡部","2015000000","2015年","","27.58602"
"020","人口","0000","総数（国籍）","0010","男","1880","（年齢別割合（％））75歳以上","00000","全国","2015000000","2015年","","10.26057"
"020","人口","0000","総数（国籍）","0010","男","1880","（年齢別割合（％））75歳以上","00001","全国市部","2015000000","2015年","","10.03134"
"020","人口","0000","総数（国籍）","0010","男","1880","（年齢別割合（％））75歳以上","00002","全国郡部","2015000000","2015年","","12.66525"
"020","人口","0000","総数（国籍）","0010","男","1890","（年齢別割合（％））85歳以上","00000","全国","2015000000","2015年","","2.42767"
"020","人口","0000","総数（国籍）","0010","男","1890","（年齢別割合（％））85歳以上","00001","全国市部","2015000000","2015年","","2.33364"
"020","人口","0000","総数（国籍）","0010","男","1890","（年齢別割合（％））85歳以上","00002","全国郡部","2015000000","2015年","","3.41407"
"020","人口","0000","総数（国籍）","0020","女","0000","総数（年齢）","00000","全国","2015000000","2015年","人","65280800"
"020","人口","0000","総数（国籍）","0020","女","0000","総数（年齢）","00001","全国市部","2015000000","2015年","人","59616700"
"020","人口","0000","総数（国籍）","0020","女","0000","総数（年齢）","00002","全国郡部","2015000000","2015年","人","5664100"
"020","人口","0000","総数（国籍）","0020","女","0010","0歳","00000","全国","2015000000","2015年","人","467700"
"020","人口","0000","総数（国籍）","0020","女","0010","0歳","00001","全国市部","2015000000","2015年","人","431500"
"020","人口","0000","総数（国籍）","0020","女","0010","0歳","00002","全国郡部","2015000000","2015年","人","36300"
"020","人口","0000","総数（国籍）","0020","女","0020","1歳","00000","全国","2015000000","2015年","人","492100"
"020","人口","0000","総数（国籍）","0020","女","0020","1歳","00001","全国市部","2015000000","2015年","人","450800"
"020","人口","0000","総数（国籍）","0020","女","0020","1歳","00002","全国郡部","2015000000","2015年","人","41300"
"020","人口","0000","総数（国籍）","0020","女","0030","2歳","00000","全国","2015000000","2015年","人","509700"
"020","人口","0000","総数（国籍）","0020","女","0030","2歳","00001","全国市部","2015000000","2015年","人","467600"
"020","人口","0000","総数（国籍）","0020","女","0030","2歳","00002","全国郡部","2015000000","2015年","人","42100"
"020","人口","0000","総数（国籍）","0020","女","0040","3歳","00000","全国","2015000000","2015年","人","513800"
"020","人口","0000","総数（国籍）","0020","女","0040","3歳","00001","全国市部","2015000000","2015年","人","470000"
"020","人口","0000","総数（国籍）","0020","女","0040","3歳","00002","全国郡部","2015000000","2015年","人","43800"
"020","人口","0000","総数（国籍）","0020","女","0050","4歳","00000","全国","2015000000","2015年","人","516800"
"020","人口","0000","総数（国籍）","0020","女","0050","4歳","00001","全国市部","2015000000","2015年","人","473300"
"020","人口","0000","総数（国籍）","0020","女","0050","4歳","00002","全国郡部","2015000000","2015年","人","43500"
"020","人口","0000","総数（国籍）","0020","女","0060","5歳","00000","全国","2015000000","2015年","人","511500"
"020","人口","0000","総数（国籍）","0020","女","0060","5歳","00001","全国市部","2015000000","2015年","人","473200"
"020","人口","0000","総数（国籍）","0020","女","0060","5歳","00002","全国郡部","2015000000","2015年","人","38300"
"020","人口","0000","総数（国籍）","0020","女","0070","6歳","00000","全国","2015000000","2015年","人","505600"
"020","人口","0000","総数（国籍）","0020","女","0070","6歳","00001","全国市部","2015000000","2015年","人","460900"
"020","人口","0000","総数（国籍）","0020","女","0070","6歳","00002","全国郡部","2015000000","2015年","人","44700"
"020","人口","0000","総数（国籍）","0020","女","0080","7歳","00000","全国","2015000000","2015年","人","517700"
"020","人口","0000","総数（国籍）","0020","女","0080","7歳","00001","全国市部","2015000000","2015年","人","475100"
"020","人口","0000","総数（国籍）","0020","女","0080","7歳","00002","全国郡部","2015000000","2015年","人","42600"
"020","人口","0000","総数（国籍）","0020","女","0090","8歳","00000","全国","2015000000","2015年","人","510800"
"020","人口","0000","総数（国籍）","0020","女","0090","8歳","00001","全国市部","2015000000","2015年","人","462600"
"020","人口","0000","総数（国籍）","0020","女","0090","8歳","00002","全国郡部","2015000000","2015年","人","48200"
"020","人口","0000","総数（国籍）","0020","女","0100","9歳","00000","全国","2015000000","2015年","人","509800"
"020","人口","0000","総数（国籍）","0020","女","0100","9歳","00001","全国市部","2015000000","2015年","人","466900"
"020","人口","0000","総数（国籍）","0020","女","0100","9歳","00002","全国郡部","2015000000","2015年","人","42900"
"020","人口","0000","総数（国籍）","0020","女","0110","10歳","00000","全国","2015000000","2015年","人","515600"
"020","人口","0000","総数（国籍）","0020","女","0110","10歳","00001","全国市部","2015000000","2015年","人","470900"
"020","人口","0000","総数（国籍）","0020","女","0110","10歳","00002","全国郡部","2015000000","2015年","人","44700"
"020","人口","0000","総数（国籍）","0020","女","0120","11歳","00000","全国","2015000000","2015年","人","513600"
"020","人口","0000","総数（国籍）","0020","女","0120","11歳","00001","全国市部","2015000000","2015年","人","468300"
"020","人口","0000","総数（国籍）","0020","女","0120","11歳","00002","全国郡部","2015000000","2015年","人","45300"
"020","人口","0000","総数（国籍）","0020","女","0130","12歳","00000","全国","2015000000","2015年","人","544100"
"020","人口","0000","総数（国籍）","0020","女","0130","12歳","00001","全国市部","2015000000","2015年","人","494800"
"020","人口","0000","総数（国籍）","0020","女","0130","12歳","00002","全国郡部","2015000000","2015年","人","49300"
"020","人口","0000","総数（国籍）","0020","女","0140","13歳","00000","全国","2015000000","2015年","人","557800"
"020","人口","0000","総数（国籍）","0020","女","0140","13歳","00001","全国市部","2015000000","2015年","人","507400"
"020","人口","0000","総数（国籍）","0020","女","0140","13歳","00002","全国郡部","2015000000","2015年","人","50400"
"020","人口","0000","総数（国籍）","0020","女","0150","14歳","00000","全国","2015000000","2015年","人","569500"
"020","人口","0000","総数（国籍）","0020","女","0150","14歳","00001","全国市部","2015000000","2015年","人","520000"
"020","人口","0000","総数（国籍）","0020","女","0150","14歳","00002","全国郡部","2015000000","2015年","人","49500"
"020","人口","0000","総数（国籍）","0020","女","0160","15歳","00000","全国","2015000000","2015年","人","579300"
"020","人口","0000","総数（国籍）","0020","女","0160","15歳","00001","全国市部","2015000000","2015年","人","525400"
"020","人口","0000","総数（国籍）","0020","女","0160","15歳","00002","全国郡部","2015000000","2015年","人","53900"
"020","人口","0000","総数（国籍）","0020","女","0170","16歳","00000","全国","2015000000","2015年","人","580000"
"020","人口","0000","総数（国籍）","0020","女","0170","16歳","00001","全国市部","2015000000","2015年","人","533100"
"020","人口","0000","総数（国籍）","0020","女","0170","16歳","00002","全国郡部","2015000000","2015年","人","46900"
"020","人口","0000","総数（国籍）","0020","女","0180","17歳","00000","全国","2015000000","2015年","人","584300"
"020","人口","0000","総数（国籍）","0020","女","0180","17歳","00001","全国市部","2015000000","2015年","人","534500"
"020","人口","0000","総数（国籍）","0020","女","0180","17歳","00002","全国郡部","2015000000","2015年","人","49800"
"020","人口","0000","総数（国籍）","0020","女","0190","18歳","00000","全国","2015000000","2015年","人","571600"
"020","人口","0000","総数（国籍）","0020","女","0190","18歳","00001","全国市部","2015000000","2015年","人","523000"
"020","人口","0000","総数（国籍）","0020","女","0190","18歳","00002","全国郡部","2015000000","2015年","人","48600"
"020","人口","0000","総数（国籍）","0020","女","0200","19歳","00000","全国","2015000000","2015年","人","566100"
"020","人口","0000","総数（国籍）","0020","女","0200","19歳","00001","全国市部","2015000000","2015年","人","525900"
"020","人口","0000","総数（国籍）","0020","女","0200","19歳","00002","全国郡部","2015000000","2015年","人","40200"
"020","人口","0000","総数（国籍）","0020","女","0210","20歳","00000","全国","2015000000","2015年","人","605300"
"020","人口","0000","総数（国籍）","0020","女","0210","20歳","00001","全国市部","2015000000","2015年","人","562900"
"020","人口","0000","総数（国籍）","0020","女","0210","20歳","00002","全国郡部","2015000000","2015年","人","42400"
"020","人口","0000","総数（国籍）","0020","女","0220","21歳","00000","全国","2015000000","2015年","人","608800"
"020","人口","0000","総数（国籍）","0020","女","0220","21歳","00001","全国市部","2015000000","2015年","人","564100"
"020","人口","0000","総数（国籍）","0020","女","0220","21歳","00002","全国郡部","2015000000","2015年","人","44700"
"020","人口","0000","総数（国籍）","0020","女","0230","22歳","00000","全国","2015000000","2015年","人","584900"
"020","人口","0000","総数（国籍）","0020","女","0230","22歳","00001","全国市部","2015000000","2015年","人","543000"
"020","人口","0000","総数（国籍）","0020","女","0230","22歳","00002","全国郡部","2015000000","2015年","人","41900"
"020","人口","0000","総数（国籍）","0020","女","0240","23歳","00000","全国","2015000000","2015年","人","591900"
"020","人口","0000","総数（国籍）","0020","女","0240","23歳","00001","全国市部","2015000000","2015年","人","544900"
"020","人口","0000","総数（国籍）","0020","女","0240","23歳","00002","全国郡部","2015000000","2015年","人","47000"
"020","人口","0000","総数（国籍）","0020","女","0250","24歳","00000","全国","2015000000","2015年","人","600000"
"020","人口","0000","総数（国籍）","0020","女","0250","24歳","00001","全国市部","2015000000","2015年","人","554100"
"020","人口","0000","総数（国籍）","0020","女","0250","24歳","00002","全国郡部","2015000000","2015年","人","46000"
"020","人口","0000","総数（国籍）","0020","女","0260","25歳","00000","全国","2015000000","2015年","人","588300"
"020","人口","0000","総数（国籍）","0020","女","0260","25歳","00001","全国市部","2015000000","2015年","人","546800"
"020","人口","0000","総数（国籍）","0020","女","0260","25歳","00002","全国郡部","2015000000","2015年","人","41500"
"020","人口","0000","総数（国籍）","0020","女","0270","26歳","00000","全国","2015000000","2015年","人","611400"
"020","人口","0000","総数（国籍）","0020","女","0270","26歳","00001","全国市部","2015000000","2015年","人","566300"
"020","人口","0000","総数（国籍）","0020","女","0270","26歳","00002","全国郡部","2015000000","2015年","人","45100"
"020","人口","0000","総数（国籍）","0020","女","0280","27歳","00000","全国","2015000000","2015年","人","629300"
"020","人口","0000","総数（国籍）","0020","女","0280","27歳","00001","全国市部","2015000000","2015年","人","586300"
"020","人口","0000","総数（国籍）","0020","女","0280","27歳","00002","全国郡部","2015000000","2015年","人","43100"
"020","人口","0000","総数（国籍）","0020","女","0290","28歳","00000","全国","2015000000","2015年","人","655700"
"020","人口","0000","総数（国籍）","0020","女","0290","28歳","00001","全国市部","2015000000","2015年","人","610700"
"020","人口","0000","総数（国籍）","0020","女","0290","28歳","00002","全国郡部","2015000000","2015年","人","45000"
"020","人口","0000","総数（国籍）","0020","女","0300","29歳","00000","全国","2015000000","2015年","人","655300"
"020","人口","0000","総数（国籍）","0020","女","0300","29歳","00001","全国市部","2015000000","2015年","人","606100"
"020","人口","0000","総数（国籍）","0020","女","0300","29歳","00002","全国郡部","2015000000","2015年","人","49100"
"020","人口","0000","総数（国籍）","0020","女","0310","30歳","00000","全国","2015000000","2015年","人","686100"
